training_diagnostics_schema_version,step,action_bound_clipping_frequency,speed_action_bound_clipping_frequency,turn_rate_action_bound_clipping_frequency,mean_action_bound_clipping_norm,max_action_bound_clipping_norm,method,display_name,train_seed,checkpoint_sha256,training_projection_enabled,run_dir,projection_transition_count,projection_intervention_count,projection_intervention_frequency,mean_projection_correction_norm,max_projection_correction_norm,mean_projection_slack_sum,max_projection_slack,projection_solver_failure_count
training_diagnostics_v1,6144,0.541015625,0.3291015625,0.302734375,0.31886959075927734,2.854193925857544,ppo_baseline,PPO baseline,2,b739ee92df7f8c5ecbcf3078764cb694532485a0a8395cabcc5b5e283ae77f58,False,C:\rl_projects\src\repos\rl-constrained-decision-making\runs\ConstrainedNavigation-v0__ppo_baseline_51200_seed2__2__1786765127,,,,,,,,
training_diagnostics_v1,7168,0.5234375,0.3046875,0.3232421875,0.2860359251499176,2.798201560974121,ppo_baseline,PPO baseline,2,b739ee92df7f8c5ecbcf3078764cb694532485a0a8395cabcc5b5e283ae77f58,False,C:\rl_projects\src\repos\rl-constrained-decision-making\runs\ConstrainedNavigation-v0__ppo_baseline_51200_seed2__2__1786765127,,,,,,,,
training_diagnostics_v1,8192,0.548828125,0.3408203125,0.3251953125,0.32546520233154297,2.90252423286438,ppo_baseline,PPO baseline,2,b739ee92df7f8c5ecbcf3078764cb694532485a0a8395cabcc5b5e283ae77f58,False,C:\rl_projects\src\repos\rl-constrained-decision-making\runs\ConstrainedNavigation-v0__ppo_baseline_51200_seed2__2__1786765127,,,,,,,,
training_diagnostics_v1,9216,0.544921875,0.3271484375,0.32421875,0.3255632221698761,3.078244209289551,ppo_baseline,PPO baseline,2,b739ee92df7f8c5ecbcf3078764cb694532485a0a8395cabcc5b5e283ae77f58,False,C:\rl_projects\src\repos\rl-constrained-decision-making\runs\ConstrainedNavigation-v0__ppo_baseline_51200_seed2__2__1786765127,,,,,,,,
training_diagnostics_v1,10240,0.5498046875,0.333984375,0.3232421875,0.3355272114276886,2.795144557952881,ppo_baseline,PPO baseline,2,b739ee92df7f8c5ecbcf3078764cb694532485a0a8395cabcc5b5e283ae77f58,False,C:\rl_projects\src\repos\rl-constrained-decision-making\runs\ConstrainedNavigation-v0__ppo_baseline_51200_seed2__2__1786765127,,,,,,,,
training_diagnostics_v1,11264,0.5537109375,0.328125,0.318359375,0.3346329927444458,2.6595230102539062,ppo_baseline,PPO baseline,2,b739ee92df7f8c5ecbcf3078764cb694532485a0a8395cabcc5b5e283ae77f58,False,C:\rl_projects\src\repos\rl-constrained-decision-making\runs\ConstrainedNavigation-v0__ppo_baseline_51200_seed2__2__1786765127,,,,,,,,
training_diagnostics_v1,12288,0.5380859375,0.3212890625,0.314453125,0.3353242874145508,3.4916672706604004,ppo_baseline,PPO baseline,2,b739ee92df7f8c5ecbcf3078764cb694532485a0a8395cabcc5b5e283ae77f58,False,C:\rl_projects\src\repos\rl-constrained-decision-making\runs\ConstrainedNavigation-v0__ppo_baseline_51200_seed2__2__1786765127,,,,,,,,
training_diagnostics_v1,13312,0.57421875,0.3671875,0.32421875,0.34839895367622375,2.763603448867798,ppo_baseline,PPO baseline,2,b739ee92df7f8c5ecbcf3078764cb694532485a0a8395cabcc5b5e283ae77f58,False,C:\rl_projects\src\repos\rl-constrained-decision-making\runs\ConstrainedNavigation-v0__ppo_baseline_51200_seed2__2__1786765127,,,,,,,,
training_diagnostics_v1,14336,0.560546875,0.3515625,0.318359375,0.34931308031082153,3.2358264923095703,ppo_baseline,PPO baseline,2,b739ee92df7f8c5ecbcf3078764cb694532485a0a8395cabcc5b5e283ae77f58,False,C:\rl_projects\src\repos\rl-constrained-decision-making\runs\ConstrainedNavigation-v0__ppo_baseline_51200_seed2__2__1786765127,,,,,,,,
training_diagnostics_v1,15360,0.5771484375,0.3603515625,0.3359375,0.37006625533103943,2.9732258319854736,ppo_baseline,PPO baseline,2,b739ee92df7f8c5ecbcf3078764cb694532485a0a8395cabcc5b5e283ae77f58,False,C:\rl_projects\src\repos\rl-constrained-decision-making\runs\ConstrainedNavigation-v0__ppo_baseline_51200_seed2__2__1786765127,,,,,,,,
