result_build_schema_version,method,display_name,seed_count,episode_return_delta_enabled_minus_disabled_mean,episode_return_delta_enabled_minus_disabled_std,episode_length_delta_enabled_minus_disabled_mean,episode_length_delta_enabled_minus_disabled_std,success_delta_enabled_minus_disabled_mean,success_delta_enabled_minus_disabled_std,collision_delta_enabled_minus_disabled_mean,collision_delta_enabled_minus_disabled_std,min_obstacle_clearance_delta_enabled_minus_disabled_mean,min_obstacle_clearance_delta_enabled_minus_disabled_std,action_bound_clipping_rate_delta_enabled_minus_disabled_mean,action_bound_clipping_rate_delta_enabled_minus_disabled_std,speed_action_bound_clipping_rate_delta_enabled_minus_disabled_mean,speed_action_bound_clipping_rate_delta_enabled_minus_disabled_std,turn_rate_action_bound_clipping_rate_delta_enabled_minus_disabled_mean,turn_rate_action_bound_clipping_rate_delta_enabled_minus_disabled_std,mean_action_bound_clipping_norm_delta_enabled_minus_disabled_mean,mean_action_bound_clipping_norm_delta_enabled_minus_disabled_std,max_action_bound_clipping_norm_delta_enabled_minus_disabled_mean,max_action_bound_clipping_norm_delta_enabled_minus_disabled_std
projection_result_tables_v1,ppo_baseline,PPO baseline,5,0.06935026442935799,0.09501279416131328,4.041666666666666,5.90094742863852,0.0,0.0,-0.016666666666666666,0.02282177322938192,0.0034462630387708344,0.00701012160666568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
projection_result_tables_v1,ppo_high_penalty,PPO high penalty,5,0.07932658744545396,0.17785006140434947,1.8833333333333333,4.211261357624604,0.0,0.0,-0.016666666666666666,0.037267799624996496,0.0012016297692796015,0.0024313854553252552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
projection_result_tables_v1,ppo_train_projection,PPO trained with projection,5,3.487679459431411,0.6046597204715927,90.43333333333332,14.042179763127944,0.05833333333333333,0.02282177322938192,-0.5083333333333334,0.09501461875826149,0.0991237103454955,0.017985217360786506,0.022125000000000002,0.04947300400218286,0.022125000000000002,0.04947300400218286,0.0,0.0,0.00020930120348930246,0.00046801171877459643,0.00025681356588999333,0.0005742525908741463
